BP1795,Lordship Lane,1,Monday,17,58
BP3504,Trafalgar Square / Charing Cross Stn,2,Monday,17,59
99,Green Park Station,2,Monday,18,0
BP199,Portland Rise,1,Monday,18,1
BP2778,Brampton Park Road,1,Monday,18,1
2269,Clapton Girls' Academy,1,Monday,18,2
308,Graham Road / Hackney Central,1,Monday,18,3
BP1795,Lordship Lane,1,Monday,18,3
14920,Essex Road Station,1,Monday,18,3
33447,Grosvenor Gardens,2,Monday,18,1
BP3460,Redbridge Central Library,2,Monday,18,3
BP3504,Trafalgar Square / Charing Cross Stn,2,Monday,18,5
2271,Clapton Square,1,Monday,18,5
BP882,Tottenham Court Road Station,2,Monday,18,6
37643,Cambridge Circus,2,Monday,18,5
161,Trocadero / Haymarket,2,Monday,18,6
33447,Grosvenor Gardens,2,Monday,18,7
308,Graham Road / Hackney Central,1,Monday,18,9
9986,West Green Road,1,Monday,18,9
BP4269,Holles Street,2,Monday,18,10
BP3504,Trafalgar Square / Charing Cross Stn,2,Monday,18,9
BP1379,Chapel Road,2,Monday,18,10
7851,Gerrard Place / Chinatown,2,Monday,18,11
1011,Clapton Pond,1,Monday,18,11
BP1795,Lordship Lane,1,Monday,18,12
29684,Denmark Street,2,Monday,18,13
33447,Grosvenor Gardens,2,Monday,18,13
BP4269,Holles Street,2,Monday,18,14
BP3504,Trafalgar Square / Charing Cross Stn,2,Monday,18,14
989,Old Park Lane / Hard Rock Cafe,2,Monday,18,16
FC41,Hainault Street,2,Monday,18,16
2269,Clapton Girls' Academy,1,Monday,18,17
BP1795,Lordship Lane,1,Monday,18,18
33447,Grosvenor Gardens,2,Monday,18,19
2051,Booth Memorial,1,Monday,18,19
BP3504,Trafalgar Square / Charing Cross Stn,2,Monday,18,19
2640,Balls Pond Road / Burder Road,1,Monday,18,20
1042,St Ann's Road,1,Monday,18,19
33447,Grosvenor Gardens,2,Monday,18,19
14523,Woodgrange Park Station,2,Monday,18,21
2622,Clerkenwell Road,1,Monday,18,22
14920,Essex Road Station,1,Monday,18,22
8579,St Katharine Cree,2,Monday,18,23
BP1795,Lordship Lane,1,Monday,18,23
1011,Clapton Pond,1,Monday,18,23
