1017,St John Street / Goswell Road,2,Monday,17,54
1017,St John Street / Goswell Road,2,Monday,17,57
1017,St John Street / Goswell Road,2,Monday,17,6
1017,St John Street / Goswell Road,2,Monday,17,9
1017,St John Street / Goswell Road,2,Monday,18,0
1017,St John Street / Goswell Road,2,Monday,18,12
1017,St John Street / Goswell Road,2,Monday,18,15
1017,St John Street / Goswell Road,2,Monday,18,18
1017,St John Street / Goswell Road,2,Monday,18,21
1017,St John Street / Goswell Road,2,Monday,18,24
1017,St John Street / Goswell Road,2,Monday,18,27
1017,St John Street / Goswell Road,2,Monday,18,3
1017,St John Street / Goswell Road,2,Monday,18,30
1017,St John Street / Goswell Road,2,Monday,18,33
1017,St John Street / Goswell Road,2,Monday,18,36
1017,St John Street / Goswell Road,2,Monday,18,39
1017,St John Street / Goswell Road,2,Monday,18,42
1017,St John Street / Goswell Road,2,Monday,18,45
1017,St John Street / Goswell Road,2,Monday,18,48
1017,St John Street / Goswell Road,2,Monday,18,51
1017,St John Street / Goswell Road,2,Monday,18,54
1017,St John Street / Goswell Road,2,Monday,18,57
1017,St John Street / Goswell Road,2,Monday,18,6
1017,St John Street / Goswell Road,2,Monday,18,9
1017,St John Street / Goswell Road,2,Monday,19,0
1017,St John Street / Goswell Road,2,Monday,19,12
1017,St John Street / Goswell Road,2,Monday,19,15
1017,St John Street / Goswell Road,2,Monday,19,18
1017,St John Street / Goswell Road,2,Monday,19,21
1017,St John Street / Goswell Road,2,Monday,19,24
1017,St John Street / Goswell Road,2,Monday,19,27
1017,St John Street / Goswell Road,2,Monday,19,3
1017,St John Street / Goswell Road,2,Monday,19,30
1017,St John Street / Goswell Road,2,Monday,19,33
1017,St John Street / Goswell Road,2,Monday,19,36
1017,St John Street / Goswell Road,2,Monday,19,39
1017,St John Street / Goswell Road,2,Monday,19,41
1017,St John Street / Goswell Road,2,Monday,19,44
1017,St John Street / Goswell Road,2,Monday,19,47
1017,St John Street / Goswell Road,2,Monday,19,50
1017,St John Street / Goswell Road,2,Monday,19,53
1017,St John Street / Goswell Road,2,Monday,19,56
1017,St John Street / Goswell Road,2,Monday,19,59
1017,St John Street / Goswell Road,2,Monday,19,6
1017,St John Street / Goswell Road,2,Monday,19,9
1017,St John Street / Goswell Road,2,Monday,2,18
1017,St John Street / Goswell Road,2,Monday,2,30
1017,St John Street / Goswell Road,2,Monday,2,42
1017,St John Street / Goswell Road,2,Monday,2,54
1017,St John Street / Goswell Road,2,Monday,2,6
1017,St John Street / Goswell Road,2,Monday,20,11
1017,St John Street / Goswell Road,2,Monday,20,14
1017,St John Street / Goswell Road,2,Monday,20,17
1017,St John Street / Goswell Road,2,Monday,20,2
1017,St John Street / Goswell Road,2,Monday,20,20
1017,St John Street / Goswell Road,2,Monday,20,23
1017,St John Street / Goswell Road,2,Monday,20,26
1017,St John Street / Goswell Road,2,Monday,20,29
1017,St John Street / Goswell Road,2,Monday,20,32
1017,St John Street / Goswell Road,2,Monday,20,35
1017,St John Street / Goswell Road,2,Monday,20,38
1017,St John Street / Goswell Road,2,Monday,20,41
1017,St John Street / Goswell Road,2,Monday,20,44
1017,St John Street / Goswell Road,2,Monday,20,47
1017,St John Street / Goswell Road,2,Monday,20,49
1017,St John Street / Goswell Road,2,Monday,20,5
1017,St John Street / Goswell Road,2,Monday,20,51
1017,St John Street / Goswell Road,2,Monday,20,54
1017,St John Street / Goswell Road,2,Monday,20,57
1017,St John Street / Goswell Road,2,Monday,20,8
1017,St John Street / Goswell Road,2,Monday,21,0
1017,St John Street / Goswell Road,2,Monday,21,11
1017,St John Street / Goswell Road,2,Monday,21,14
1017,St John Street / Goswell Road,2,Monday,21,19
1017,St John Street / Goswell Road,2,Monday,21,24
1017,St John Street / Goswell Road,2,Monday,21,29
1017,St John Street / Goswell Road,2,Monday,21,3
1017,St John Street / Goswell Road,2,Monday,21,34
1017,St John Street / Goswell Road,2,Monday,21,40
1017,St John Street / Goswell Road,2,Monday,21,46
1017,St John Street / Goswell Road,2,Monday,21,52
1017,St John Street / Goswell Road,2,Monday,21,58
1017,St John Street / Goswell Road,2,Monday,21,7
1017,St John Street / Goswell Road,2,Monday,22,10
1017,St John Street / Goswell Road,2,Monday,22,16
1017,St John Street / Goswell Road,2,Monday,22,22
1017,St John Street / Goswell Road,2,Monday,22,28
1017,St John Street / Goswell Road,2,Monday,22,34
1017,St John Street / Goswell Road,2,Monday,22,4
1017,St John Street / Goswell Road,2,Monday,22,40
1017,St John Street / Goswell Road,2,Monday,22,46
1017,St John Street / Goswell Road,2,Monday,22,52
1017,St John Street / Goswell Road,2,Monday,22,58
1017,St John Street / Goswell Road,2,Monday,23,11
1017,St John Street / Goswell Road,2,Monday,23,17
1017,St John Street / Goswell Road,2,Monday,23,23
1017,St John Street / Goswell Road,2,Monday,23,29
1017,St John Street / Goswell Road,2,Monday,23,35
1017,St John Street / Goswell Road,2,Monday,23,4
1017,St John Street / Goswell Road,2,Monday,23,40
1017,St John Street / Goswell Road,2,Monday,23,45
1017,St John Street / Goswell Road,2,Monday,23,50
1017,St John Street / Goswell Road,2,Monday,23,55
1017,St John Street / Goswell Road,2,Monday,24,0
1017,St John Street / Goswell Road,2,Monday,3,17
1017,St John Street / Goswell Road,2,Monday,3,28
1017,St John Street / Goswell Road,2,Monday,3,40
1017,St John Street / Goswell Road,2,Monday,3,52
1017,St John Street / Goswell Road,2,Monday,3,6
1017,St John Street / Goswell Road,2,Monday,4,16
1017,St John Street / Goswell Road,2,Monday,4,28
1017,St John Street / Goswell Road,2,Monday,4,4
1017,St John Street / Goswell Road,2,Monday,4,40
1017,St John Street / Goswell Road,2,Monday,4,52
1017,St John Street / Goswell Road,2,Monday,5,16
1017,St John Street / Goswell Road,2,Monday,5,28
1017,St John Street / Goswell Road,2,Monday,5,4
1017,St John Street / Goswell Road,2,Monday,5,40
1017,St John Street / Goswell Road,2,Monday,5,50
1017,St John Street / Goswell Road,2,Monday,6,0
1017,St John Street / Goswell Road,2,Monday,6,10
1017,St John Street / Goswell Road,2,Monday,6,20
1017,St John Street / Goswell Road,2,Monday,6,31
1017,St John Street / Goswell Road,2,Monday,6,38
1017,St John Street / Goswell Road,2,Monday,6,45
1017,St John Street / Goswell Road,2,Monday,6,52
1017,St John Street / Goswell Road,2,Monday,6,58
1017,St John Street / Goswell Road,2,Monday,7,13
1017,St John Street / Goswell Road,2,Monday,7,19
1017,St John Street / Goswell Road,2,Monday,7,25
1017,St John Street / Goswell Road,2,Monday,7,3
1017,St John Street / Goswell Road,2,Monday,7,31
1017,St John Street / Goswell Road,2,Monday,7,37
1017,St John Street / Goswell Road,2,Monday,7,43
1017,St John Street / Goswell Road,2,Monday,7,49
1017,St John Street / Goswell Road,2,Monday,7,55
1017,St John Street / Goswell Road,2,Monday,7,8
1017,St John Street / Goswell Road,2,Monday,8,0
1017,St John Street / Goswell Road,2,Monday,8,12
1017,St John Street / Goswell Road,2,Monday,8,15
1017,St John Street / Goswell Road,2,Monday,8,18
1017,St John Street / Goswell Road,2,Monday,8,21
1017,St John Street / Goswell Road,2,Monday,8,24
1017,St John Street / Goswell Road,2,Monday,8,27
1017,St John Street / Goswell Road,2,Monday,8,3
1017,St John Street / Goswell Road,2,Monday,8,30
1017,St John Street / Goswell Road,2,Monday,8,33
1017,St John Street / Goswell Road,2,Monday,8,36
1017,St John Street / Goswell Road,2,Monday,8,39
1017,St John Street / Goswell Road,2,Monday,8,42
1017,St John Street / Goswell Road,2,Monday,8,45
1017,St John Street / Goswell Road,2,Monday,8,48
1017,St John Street / Goswell Road,2,Monday,8,51
1017,St John Street / Goswell Road,2,Monday,8,54
1017,St John Street / Goswell Road,2,Monday,8,57
1017,St John Street / Goswell Road,2,Monday,8,6
1017,St John Street / Goswell Road,2,Monday,8,9
1017,St John Street / Goswell Road,2,Monday,9,0
1017,St John Street / Goswell Road,2,Monday,9,12
1017,St John Street / Goswell Road,2,Monday,9,15
1017,St John Street / Goswell Road,2,Monday,9,18
1017,St John Street / Goswell Road,2,Monday,9,22
1017,St John Street / Goswell Road,2,Monday,9,25
1017,St John Street / Goswell Road,2,Monday,9,28
1017,St John Street / Goswell Road,2,Monday,9,3
1017,St John Street / Goswell Road,2,Monday,9,31
1017,St John Street / Goswell Road,2,Monday,9,35
1017,St John Street / Goswell Road,2,Monday,9,38
1017,St John Street / Goswell Road,2,Monday,9,42
1017,St John Street / Goswell Road,2,Monday,9,45
1017,St John Street / Goswell Road,2,Monday,9,49
1017,St John Street / Goswell Road,2,Monday,9,52
1017,St John Street / Goswell Road,2,Monday,9,55
1017,St John Street / Goswell Road,2,Monday,9,58
1017,St John Street / Goswell Road,2,Monday,9,6
1017,St John Street / Goswell Road,2,Monday,9,9
10352,Bank Station  / Poultry,1,Monday,0,14
10352,Bank Station  / Poultry,1,Monday,0,2
10352,Bank Station  / Poultry,1,Monday,0,20
10352,Bank Station  / Poultry,1,Monday,0,26
10352,Bank Station  / Poultry,1,Monday,0,32
10352,Bank Station  / Poultry,1,Monday,0,38
10352,Bank Station  / Poultry,1,Monday,0,44
10352,Bank Station  / Poultry,1,Monday,0,50
10352,Bank Station  / Poultry,1,Monday,0,56
10352,Bank Station  / Poultry,1,Monday,0,8
10352,Bank Station  / Poultry,1,Monday,1,14
10352,Bank Station  / Poultry,1,Monday,1,19
10352,Bank Station  / Poultry,1,Monday,1,2
10352,Bank Station  / Poultry,1,Monday,1,27
10352,Bank Station  / Poultry,1,Monday,1,35
10352,Bank Station  / Poultry,1,Monday,1,43
10352,Bank Station  / Poultry,1,Monday,1,51
10352,Bank Station  / Poultry,1,Monday,1,59
10352,Bank Station  / Poultry,1,Monday,1,8
10352,Bank Station  / Poultry,1,Monday,10,0
10352,Bank Station  / Poultry,1,Monday,10,15
10352,Bank Station  / Poultry,1,Monday,10,23
10352,Bank Station  / Poultry,1,Monday,10,31
10352,Bank Station  / Poultry,1,Monday,10,39
10352,Bank Station  / Poultry,1,Monday,10,47
10352,Bank Station  / Poultry,1,Monday,10,55
10352,Bank Station  / Poultry,1,Monday,10,8
10352,Bank Station  / Poultry,1,Monday,11,10
10352,Bank Station  / Poultry,1,Monday,11,17
10352,Bank Station  / Poultry,1,Monday,11,2
10352,Bank Station  / Poultry,1,Monday,11,25
10352,Bank Station  / Poultry,1,Monday,11,32
10352,Bank Station  / Poultry,1,Monday,11,40
10352,Bank Station  / Poultry,1,Monday,11,47
10352,Bank Station  / Poultry,1,Monday,11,55
10352,Bank Station  / Poultry,1,Monday,12,10
10352,Bank Station  / Poultry,1,Monday,12,18
10352,Bank Station  / Poultry,1,Monday,12,2
10352,Bank Station  / Poultry,1,Monday,12,26
10352,Bank Station  / Poultry,1,Monday,12,33
10352,Bank Station  / Poultry,1,Monday,12,41
10352,Bank Station  / Poultry,1,Monday,12,48
10352,Bank Station  / Poultry,1,Monday,12,56
10352,Bank Station  / Poultry,1,Monday,13,11
10352,Bank Station  / Poultry,1,Monday,13,18
10352,Bank Station  / Poultry,1,Monday,13,26
10352,Bank Station  / Poultry,1,Monday,13,3
10352,Bank Station  / Poultry,1,Monday,13,33
10352,Bank Station  / Poultry,1,Monday,13,41
10352,Bank Station  / Poultry,1,Monday,13,48
10352,Bank Station  / Poultry,1,Monday,13,56
10352,Bank Station  / Poultry,1,Monday,14,11
10352,Bank Station  / Poultry,1,Monday,14,18
10352,Bank Station  / Poultry,1,Monday,14,26
10352,Bank Station  / Poultry,1,Monday,14,3
10352,Bank Station  / Poultry,1,Monday,14,33
10352,Bank Station  / Poultry,1,Monday,14,41
10352,Bank Station  / Poultry,1,Monday,14,48
10352,Bank Station  / Poultry,1,Monday,14,56
10352,Bank Station  / Poultry,1,Monday,15,11
10352,Bank Station  / Poultry,1,Monday,15,18
10352,Bank Station  / Poultry,1,Monday,15,26
10352,Bank Station  / Poultry,1,Monday,15,3
10352,Bank Station  / Poultry,1,Monday,15,33
10352,Bank Station  / Poultry,1,Monday,15,41
10352,Bank Station  / Poultry,1,Monday,15,48
10352,Bank Station  / Poultry,1,Monday,15,56
10352,Bank Station  / Poultry,1,Monday,16,12
10352,Bank Station  / Poultry,1,Monday,16,20
10352,Bank Station  / Poultry,1,Monday,16,28
10352,Bank Station  / Poultry,1,Monday,16,35
10352,Bank Station  / Poultry,1,Monday,16,4
10352,Bank Station  / Poultry,1,Monday,16,43
10352,Bank Station  / Poultry,1,Monday,16,50
10352,Bank Station  / Poultry,1,Monday,16,57
10352,Bank Station  / Poultry,1,Monday,17,10
10352,Bank Station  / Poultry,1,Monday,17,17
10352,Bank Station  / Poultry,1,Monday,17,23
10352,Bank Station  / Poultry,1,Monday,17,3
10352,Bank Station  / Poultry,1,Monday,17,30
10352,Bank Station  / Poultry,1,Monday,17,37
10352,Bank Station  / Poultry,1,Monday,17,43
10352,Bank Station  / Poultry,1,Monday,17,50
10352,Bank Station  / Poultry,1,Monday,17,57
10352,Bank Station  / Poultry,1,Monday,18,10
10352,Bank Station  / Poultry,1,Monday,18,17
10352,Bank Station  / Poultry,1,Monday,18,23
10352,Bank Station  / Poultry,1,Monday,18,3
10352,Bank Station  / Poultry,1,Monday,18,30
10352,Bank Station  / Poultry,1,Monday,18,37
10352,Bank Station  / Poultry,1,Monday,18,43
10352,Bank Station  / Poultry,1,Monday,18,50
10352,Bank Station  / Poultry,1,Monday,18,58
10352,Bank Station  / Poultry,1,Monday,19,13
10352,Bank Station  / Poultry,1,Monday,19,21
10352,Bank Station  / Poultry,1,Monday,19,28
10352,Bank Station  / Poultry,1,Monday,19,35
10352,Bank Station  / Poultry,1,Monday,19,43
10352,Bank Station  / Poultry,1,Monday,19,50
10352,Bank Station  / Poultry,1,Monday,19,57
10352,Bank Station  / Poultry,1,Monday,19,6
10352,Bank Station  / Poultry,1,Monday,2,15
10352,Bank Station  / Poultry,1,Monday,2,23
10352,Bank Station  / Poultry,1,Monday,2,30
10352,Bank Station  / Poultry,1,Monday,2,38
10352,Bank Station  / Poultry,1,Monday,2,46
10352,Bank Station  / Poultry,1,Monday,2,54
10352,Bank Station  / Poultry,1,Monday,2,7
10352,Bank Station  / Poultry,1,Monday,20,12
10352,Bank Station  / Poultry,1,Monday,20,20
10352,Bank Station  / Poultry,1,Monday,20,27
10352,Bank Station  / Poultry,1,Monday,20,34
10352,Bank Station  / Poultry,1,Monday,20,42
10352,Bank Station  / Poultry,1,Monday,20,49
10352,Bank Station  / Poultry,1,Monday,20,5
10352,Bank Station  / Poultry,1,Monday,20,57
10352,Bank Station  / Poultry,1,Monday,21,12
10352,Bank Station  / Poultry,1,Monday,21,19
10352,Bank Station  / Poultry,1,Monday,21,27
10352,Bank Station  / Poultry,1,Monday,21,34
10352,Bank Station  / Poultry,1,Monday,21,4
10352,Bank Station  / Poultry,1,Monday,21,40
10352,Bank Station  / Poultry,1,Monday,21,46
10352,Bank Station  / Poultry,1,Monday,21,52
10352,Bank Station  / Poultry,1,Monday,21,58
10352,Bank Station  / Poultry,1,Monday,22,10
10352,Bank Station  / Poultry,1,Monday,22,16
10352,Bank Station  / Poultry,1,Monday,22,22
10352,Bank Station  / Poultry,1,Monday,22,27
10352,Bank Station  / Poultry,1,Monday,22,33
10352,Bank Station  / Poultry,1,Monday,22,39
10352,Bank Station  / Poultry,1,Monday,22,4
10352,Bank Station  / Poultry,1,Monday,22,45
10352,Bank Station  / Poultry,1,Monday,22,51
10352,Bank Station  / Poultry,1,Monday,22,57
10352,Bank Station  / Poultry,1,Monday,23,14
10352,Bank Station  / Poultry,1,Monday,23,2
10352,Bank Station  / Poultry,1,Monday,23,20
10352,Bank Station  / Poultry,1,Monday,23,26
10352,Bank Station  / Poultry,1,Monday,23,32
10352,Bank Station  / Poultry,1,Monday,23,38
10352,Bank Station  / Poultry,1,Monday,23,44
10352,Bank Station  / Poultry,1,Monday,23,50
10352,Bank Station  / Poultry,1,Monday,23,56
10352,Bank Station  / Poultry,1,Monday,23,8
10352,Bank Station  / Poultry,1,Monday,3,10
10352,Bank Station  / Poultry,1,Monday,3,18
10352,Bank Station  / Poultry,1,Monday,3,2
10352,Bank Station  / Poultry,1,Monday,3,26
10352,Bank Station  / Poultry,1,Monday,3,34
10352,Bank Station  / Poultry,1,Monday,3,42
10352,Bank Station  / Poultry,1,Monday,3,50
10352,Bank Station  / Poultry,1,Monday,3,58
10352,Bank Station  / Poultry,1,Monday,4,14
10352,Bank Station  / Poultry,1,Monday,4,22
10352,Bank Station  / Poultry,1,Monday,4,30
10352,Bank Station  / Poultry,1,Monday,4,38
10352,Bank Station  / Poultry,1,Monday,4,46
10352,Bank Station  / Poultry,1,Monday,4,54
10352,Bank Station  / Poultry,1,Monday,4,6
10352,Bank Station  / Poultry,1,Monday,5,11
10352,Bank Station  / Poultry,1,Monday,5,19
10352,Bank Station  / Poultry,1,Monday,5,2
10352,Bank Station  / Poultry,1,Monday,5,27
10352,Bank Station  / Poultry,1,Monday,5,36
10352,Bank Station  / Poultry,1,Monday,5,44
10352,Bank Station  / Poultry,1,Monday,5,51
10352,Bank Station  / Poultry,1,Monday,5,59
10352,Bank Station  / Poultry,1,Monday,6,13
10352,Bank Station  / Poultry,1,Monday,6,19
10352,Bank Station  / Poultry,1,Monday,6,26
10352,Bank Station  / Poultry,1,Monday,6,32
10352,Bank Station  / Poultry,1,Monday,6,39
10352,Bank Station  / Poultry,1,Monday,6,45
10352,Bank Station  / Poultry,1,Monday,6,51
10352,Bank Station  / Poultry,1,Monday,6,57
10352,Bank Station  / Poultry,1,Monday,6,6
10352,Bank Station  / Poultry,1,Monday,7,10
10352,Bank Station  / Poultry,1,Monday,7,18
10352,Bank Station  / Poultry,1,Monday,7,26
10352,Bank Station  / Poultry,1,Monday,7,3
10352,Bank Station  / Poultry,1,Monday,7,33
10352,Bank Station  / Poultry,1,Monday,7,40
10352,Bank Station  / Poultry,1,Monday,7,48
10352,Bank Station  / Poultry,1,Monday,7,56
10352,Bank Station  / Poultry,1,Monday,8,12
10352,Bank Station  / Poultry,1,Monday,8,20
10352,Bank Station  / Poultry,1,Monday,8,27
10352,Bank Station  / Poultry,1,Monday,8,35
10352,Bank Station  / Poultry,1,Monday,8,4
10352,Bank Station  / Poultry,1,Monday,8,43
10352,Bank Station  / Poultry,1,Monday,8,51
10352,Bank Station  / Poultry,1,Monday,8,58
10352,Bank Station  / Poultry,1,Monday,9,14
10352,Bank Station  / Poultry,1,Monday,9,22
10352,Bank Station  / Poultry,1,Monday,9,29
10352,Bank Station  / Poultry,1,Monday,9,37
10352,Bank Station  / Poultry,1,Monday,9,44
10352,Bank Station  / Poultry,1,Monday,9,52
10352,Bank Station  / Poultry,1,Monday,9,6
1041,St Ann's Road,2,Monday,0,12
1041,St Ann's Road,2,Monday,0,18
1041,St Ann's Road,2,Monday,0,23
1041,St Ann's Road,2,Monday,0,28
1041,St Ann's Road,2,Monday,0,33
1041,St Ann's Road,2,Monday,0,38
1041,St Ann's Road,2,Monday,0,43
1041,St Ann's Road,2,Monday,0,48
1041,St Ann's Road,2,Monday,0,53
1041,St Ann's Road,2,Monday,0,59
1041,St Ann's Road,2,Monday,0,6
1041,St Ann's Road,2,Monday,1,11
1041,St Ann's Road,2,Monday,1,16
1041,St Ann's Road,2,Monday,1,23
1041,St Ann's Road,2,Monday,1,31
1041,St Ann's Road,2,Monday,1,38
1041,St Ann's Road,2,Monday,1,46
1041,St Ann's Road,2,Monday,1,5
1041,St Ann's Road,2,Monday,1,53
1041,St Ann's Road,2,Monday,10,10
1041,St Ann's Road,2,Monday,10,14
1041,St Ann's Road,2,Monday,10,18
1041,St Ann's Road,2,Monday,10,2
